"time","first_hit","first","second_hit","second","third","fourth","over"
506,1,200000000,14,19621900,420400,8500,105233732
505,2,173454100,9,34690500,672600,12200,0
504,2,389247400,10,39587600,632500,10900,0
503,0,0,11,27705600,838700,11400,338627846
502,3,112499300,20,15187200,553100,9900,0
501,3,250666200,36,10556000,451500,8500,0
500,0,0,21,14132000,649800,10700,329751773
499,5,61831300,15,18549200,276800,6600,0
498,3,122945500,6,55324900,881200,13300,0
497,2,168004700,13,23261900,593900,10600,0
496,2,174851300,15,20981900,624200,11100,0
495,2,172205100,15,20664400,575700,10700,0
494,2,275247400,31,11251900,507300,9300,0
493,1,200000000,11,29693400,865200,13600,162923672
492,3,112832800,31,9827200,247800,7900,0
491,2,175121000,10,31521500,607100,10500,0
490,9,38002200,21,14657800,355100,8200,0
489,2,165569500,14,21287300,430300,9000,0
488,6,95637700,10,38775600,732700,11900,0
487,1,200000000,20,15434000,509500,8900,142982442
486,2,183823800,18,18382200,759100,11000,0
485,5,169451600,19,22757000,574500,9600,0
484,0,0,15,22009400,650500,11400,366827066
483,5,117617400,20,18129500,430800,8600,0
482,1,200000000,13,26667800,810900,12200,185205326
481,7,52528600,24,13788600,461700,9100,0
480,5,162529400,26,16565200,480300,9400,0
479,0,0,23,13073000,525200,8600,334091926
478,4,97985600,22,16033800,551800,10000,0
477,2,185142100,10,33325200,740500,12400,0
476,5,69405900,21,14872500,471400,8800,0
475,5,66677900,19,15792000,510700,8600,0
474,4,84734500,10,30504100,574600,10100,0
473,4,86978400,13,24086100,540600,9800,0
472,5,108556500,33,10762700,409400,9400,0
471,1,200000000,29,10804300,483200,9900,148143871
470,3,190687700,18,20823600,444800,9400,0
469,1,200000000,22,14546600,633700,10200,155586703
468,6,96632000,20,18813600,578100,11000,0
467,1,200000000,15,21702200,849200,13300,161707398
466,2,282223000,18,20534400,829000,13100,0
465,1,200000000,32,9949200,606400,11100,153752840
464,3,115943100,21,14906800,410500,11400,0
463,2,302909200,14,28016500,575400,9900,0
462,1,400000000,17,21944700,579100,10100,170002065
461,1,200000000,23,13910200,734000,11800,155487414
460,2,181193700,21,15530700,742600,11600,0
459,5,66346300,42,7108400,459300,8600,0
458,2,389430700,20,19004800,665800,11600,0
457,0,0,8,40109000,787400,13600,356528307
456,6,124171600,24,15005200,328800,6800,0
455,0,0,5,62079200,852300,13200,344887602
454,2,172374800,20,15513500,575400,10200,0
453,4,139198600,25,14468400,466200,8600,0
452,1,200000000,15,21293200,655100,11500,154890181
451,3,115968300,16,19569400,559100,9800,0
450,2,187581700,14,24117400,1023100,15300,0
449,3,267032600,16,25781200,724700,11900,0
448,0,0,7,44068800,668100,11100,342760382
447,4,88208400,11,28867900,618500,12100,0
446,8,38559600,22,12619400,289600,6400,0
445,3,121570500,23,14271200,733400,12700,0
444,7,46888600,27,10940500,360600,7900,0
443,3,119517000,22,14667800,579600,10200,0
442,2,307923300,18,21654100,827800,12900,0
441,1,200000000,18,19137800,784300,13100,182760744
440,2,290149600,25,14622000,612600,9400,0
439,1,200000000,16,21044500,705100,12300,174128470
438,3,180663800,14,25193200,445000,8200,0
437,1,200000000,16,19692500,545500,9800,150092785
436,12,28645400,37,8361200,307300,7100,0
435,5,68935600,45,6893500,240700,7100,0
434,2,177908600,19,16854300,433700,7900,0
433,2,311043700,26,14741200,462700,8700,0
432,1,200000000,15,23773300,731400,12600,196225409
431,5,80148800,21,17174500,607000,11000,0
430,9,45402100,17,21632600,461100,10800,0
429,6,124626900,39,11241000,409400,9000,0
428,2,400000000,20,25168300,835400,13500,260645829
427,1,400000000,23,20406200,533800,8900,501345283
426,0,0,16,21366100,621500,10500,379846586
425,3,126522400,23,14852500,677500,10700,0
424,5,73205100,22,14973600,510700,9200,0
423,7,54458300,12,28590300,547400,11900,0
422,6,175377500,27,16483000,484600,8500,0
421,0,0,17,21128600,546900,9100,557769048
420,1,200000000,16,20174900,578100,12300,158669748
419,6,56856200,22,13955400,412100,8400,0
418,5,68409400,21,14659000,367200,7700,0
417,7,47161500,18,16506300,402400,8100,0
416,4,83817100,37,8155100,480200,8400,0
415,3,122294100,14,23585000,904600,11900,0
414,9,37013100,42,7138100,174600,5300,0
413,2,176762900,23,13833400,440800,8400,0
412,2,174393800,13,24146600,369300,6900,0
411,2,320327800,20,19855500,679700,11600,0
410,1,200000000,14,25676500,1000800,14700,199416745
409,6,88449700,44,7912100,279000,6200,0
408,1,200000000,14,22106300,484800,9000,143879862
407,3,250783000,15,24180100,420900,8200,0
406,0,0,13,24185000,814800,11800,349343178
405,2,175637000,26,12159300,477700,9000,0
404,4,139117700,31,11478400,522600,10000,0
403,1,200000000,21,15475500,589900,10000,161098341
402,2,177704700,16,19991600,475600,8200,0
401,8,46775300,15,22451900,515400,9800,0
400,4,91116600,31,10581100,345800,8600,0
399,5,130837500,20,19774400,511900,9200,0
398,1,400000000,15,27280400,104030,16600,214752039
397,1,200000000,13,24928000,667000,10500,160074643
396,6,235393800,57,9466900,498100,9800,0
395,0,0,11,37036400,932900,13800,812785066
394,0,0,7,46299800,805200,13100,360112917
393,2,173104900,13,23968100,479300,9300,0
392,6,56764100,38,8066400,399800,8300,0
391,3,114851700,15,20673100,524100,9100,0
390,4,228987890,13,24889300,489600,9900,0
389,5,69907800,26,12099300,683800,10000,0
388,2,178489700,24,13386600,594000,9700,0
387,4,92433900,27,12324400,532400,10200,0
386,7,84544000,39,8685100,349400,6800,0
385,1,200000000,14,26707200,101510,16700,215450404
384,2,315257400,14,30435900,749700,12500,0
383,1,200000000,18,17852900,391400,7000,157062818
382,5,114571210,31,4864500,586300,10900,0
381,1,400000000,27,15403100,476200,9000,216556788
380,1,400000000,13,32601500,965000,13500,154457620
379,2,400000000,36,12746400,481700,8600,83541865
378,0,0,17,19782900,679400,11200,373680466
377,3,229941100,17,24385200,512300,9600,0
376,1,200000000,13,29714200,807500,13500,229208996
375,7,85281700,27,14123000,455300,7800,0
374,1,200000000,8,41993100,656500,11800,173275826
373,2,183116900,13,25354400,618900,12200,0
372,7,49670900,44,7111900,419500,8300,0
371,2,187511200,16,21094800,603600,10500,0
370,3,122240300,12,27503800,698500,10400,0
369,2,175763000,24,13182100,353400,6600,0
368,7,162710200,50,10175800,515200,9700,0
367,0,0,15,25449900,683700,13000,573641861
366,1,200000000,13,24194000,789500,11700,149473061
365,8,65370900,30,11982100,453500,9200,0
364,1,200000000,17,17129400,426600,7900,123559186
363,4,135647000,20,17396800,411700,7400,0
362,1,400000000,28,12880600,509700,9300,155988946
361,1,200000000,14,22837500,113510,15500,155254196
360,3,110951540,23,2856000,560500,9100,0
359,7,44620000,22,12777400,374800,7300,0
358,5,74317800,12,27868900,115980,16600,0
357,2,159167600,22,13022600,550900,8300,0
356,8,57225400,50,5912800,266100,5900,0
355,1,200000000,9,32930700,693200,11600,129310297
354,4,86609200,14,22270700,711300,13100,0
353,3,111962100,23,13143200,526400,9100,0
352,2,168600600,28,10838500,501600,8700,0
351,3,122807000,9,36841700,732700,12000,0
350,5,117204300,41,9434400,534100,9300,0
349,1,200000000,23,13939100,716400,10700,156226705
348,4,83409800,30,10009000,452600,8600,0
347,2,175074200,14,22509300,720200,12000,0
346,2,275055600,35,10004800,479100,7700,0
345,1,200000000,11,29538700,742600,11600,161031732
344,7,47837300,27,11161900,368200,7600,0
343,3,122221000,18,18332900,733300,11900,0
342,7,47713500,27,11133000,289400,6800,0
341,2,167679400,15,20121300,610700,10600,0
340,3,125206400,18,18780800,606300,9900,0
339,4,144874000,24,15779200,631100,9400,0
338,1,200000000,13,24833700,567200,9700,158712142
337,2,286729500,16,24247800,734300,11600,0
336,1,200000000,33,9337600,330100,7900,142382016
335,2,176764900,22,14462400,527300,9900,0
334,5,127946200,21,19110900,740900,10400,0
333,1,400000000,24,16005600,658500,10000,193805491
332,1,200000000,27,12232700,584500,10500,166985277
331,21,16619900,42,7478900,221800,6600,0
330,5,69426800,47,6647100,363600,7300,0
329,5,71021800,41,7795000,386200,8000,0
328,7,49885200,29,10837000,383600,7100,0
327,6,61984500,23,14552700,412300,9000,0
326,6,60713700,23,14254300,478600,8800,0
325,5,71887400,21,15404300,412900,7700,0
324,4,64827500,5,46675400,400000,8100,0
323,8,45430600,36,9086000,300000,6600,0
322,3,144517000,13,29670500,828000,12400,0
321,2,200000000,5,72894400,101470,15800,4972560
320,4,91305900,62,5301500,491800,8800,0
319,7,122102000,22,20587100,551700,10600,0
318,0,0,18,17573200,578600,9900,351468038
317,7,54347200,16,21399000,492000,9700,0
316,4,97231600,47,7447400,383500,9000,0
315,5,80557100,8,45312900,605800,10900,0
314,4,100991800,19,19135100,463100,9400,0
313,3,143877200,14,27747500,820700,13400,0
312,10,89457600,28,16761900,485900,9900,0
311,1,400000000,17,28417700,744100,13500,373090476
310,1,400000000,31,13160100,455400,8000,236306765
309,2,400000000,22,24099500,110070,17200,183009018
308,0,0,20,17725400,427500,10400,393902973
307,6,251095100,72,11057400,728700,11800,0
306,0,0,17,24616600,988500,16500,621967283
305,1,200000000,31,10363900,898600,12200,156982123
304,7,105413200,44,8112300,288200,5400,0
303,0,0,12,25596100,784200,11800,341285528
302,2,177884000,10,32018800,817500,13300,0
301,28,18472800,24,13833000,175000,5100,0
300,1,400000000,27,13234000,501500,9400,148357187
299,1,200000000,16,19762100,717200,11600,151330859
298,5,175332300,19,25138600,827000,14000,0
297,0,0,18,17297400,618500,10500,345952300
296,4,86071800,31,9995300,612500,10000,0
295,2,178474100,11,29204600,731500,12100,0
294,3,192565900,20,19246200,583200,11200,0
293,1,200000000,9,34999700,509400,10000,150000456
292,6,58877300,20,15896700,296200,7500,0
291,2,321480300,18,23851000,923200,15400,0
290,1,200000000,14,23524100,597800,10200,165935026
289,3,107375300,17,17053500,443100,8200,0
288,11,81646100,29,15578900,324600,6400,0
287,0,0,8,44562500,780600,12700,396114792
286,5,75107400,29,11654400,645800,9300,0
285,7,52459200,19,17394200,450100,7700,0
284,6,215518000,12,54296000,911200,13700,0
283,0,0,24,14911100,514300,8900,569155297
282,1,200000000,15,22291000,928700,13300,171519931
281,16,35304900,30,12469100,430300,7900,0
280,1,200000000,24,13096300,570600,9900,149238699
279,8,41770000,31,9701300,427000,7700,0
278,4,146432500,37,10454100,480500,9200,0
277,1,200000000,18,17796900,528000,9800,155943073
276,2,161097700,7,41424700,334500,6100,0
275,3,123320300,13,25612400,629200,10800,0
274,6,58469500,20,15786600,433000,8400,0
273,2,387920800,18,25643800,715600,11800,0
272,0,0,5,47332200,517200,8400,262959262
271,2,181185700,12,27177600,785800,11800,0
270,4,85350100,17,18073900,617600,9200,0
269,3,116598700,19,16569100,586600,9900,0
268,5,65174700,30,9776100,372400,6600,0
267,6,58511500,21,15045700,324600,8500,0
266,8,40409400,38,7656400,315900,5100,0
265,5,242164500,63,9991700,403000,7300,0
264,0,0,22,15991200,459800,8900,511391329
263,1,200000000,8,36054700,618000,10600,120489556
262,5,62629500,27,10438100,349700,6700,0
261,6,54815100,27,10962900,527700,10100,0
260,9,34541200,30,9326000,228500,6200,0
259,21,22911800,75,4595500,221500,8300,0
258,1,200000000,17,15786000,505500,8400,98183285
257,2,157898300,23,12357100,532900,10100,0
256,2,151371100,14,19461800,588000,8900,0
255,4,80324400,9,32129500,696700,11400,0
254,4,121926400,15,21754100,383500,8500,0
253,1,200000000,9,32513100,869100,13800,125134321
252,3,102828600,27,10282700,663600,11000,0
251,4,73942000,19,14009900,377500,8800,0
250,3,102354500,17,16256100,696600,10900,0
249,3,104654700,12,23547100,571800,9900,0
248,3,102052700,22,12524500,471000,8400,0
247,2,163484400,23,12794300,459100,8600,0
246,2,173662500,15,20839300,694600,12900,0
245,7,41996300,52,5087900,214600,5000,0
244,2,166561100,24,12365100,476000,7800,0
243,2,400000000,11,39961800,962500,17300,3380993
242,0,0,13,21804200,725200,12200,314953610
241,4,73985600,28,9512300,347000,7700,0
240,3,99489600,16,16788700,456500,7900,0
239,7,41395900,24,10866300,238300,5600,0
238,4,82060000,33,8951900,423000,8600,0
237,3,92756600,12,20870000,433600,8500,0
236,2,170375000,13,23590100,901900,14200,0
235,3,107700400,19,15304600,635600,10100,0
234,3,110799800,25,11966200,604300,9000,0
233,3,252078300,27,14499300,677800,10400,0
232,0,0,14,20651600,774400,12500,321250560
231,4,78093700,23,12223200,656300,11500,0
230,167,1814700,29,9405200,309600,7600,0
229,3,103016200,17,16361200,403100,7700,0
228,4,75758600,18,15151500,358400,7400,0
227,9,59350200,34,9939100,358500,8800,0
226,1,200000000,4,80699600,141370,18300,158668297
225,4,127130900,12,29047900,674600,11100,0
224,1,200000000,6,48181700,707900,10200,121214401
223,4,84933700,18,16986500,568800,9400,0
222,4,84878500,31,9856700,526000,9400,0
221,3,320380000,34,14112200,592300,9700,0
220,0,0,29,9483800,555600,10200,428004419
219,1,200000000,9,32240900,108130,16000,122412467
218,5,55485900,56,4458600,282300,6100,0
217,4,74449600,13,20616600,432200,7400,0
216,3,108838100,14,20990000,733100,11900,0
215,4,80653700,14,20739300,425900,9100,0
214,3,155943200,20,15718100,364400,7600,0
213,1,200000000,16,17917300,427300,9400,118533875
212,2,241846900,11,30913000,558200,10300,0
211,1,200000000,11,25025000,486400,9100,105864743
210,2,390786900,34,12373000,775400,14000,0
209,0,0,10,28272500,980500,13300,314141705
208,2,332831600,30,11471300,357800,8700,0
207,0,0,12,21245900,453200,9600,283282291
206,2,148159800,13,20514200,727300,11200,0
205,3,87669500,26,9104000,521100,8400,0
204,2,150342700,11,24601300,487500,10900,0
203,3,97543500,17,15492000,603100,9600,0
202,2,212108900,23,12924800,523800,9600,0
201,1,200000000,17,15559900,590000,9800,93913560
200,6,42904300,28,8274300,237200,5600,0
199,16,25199600,23,12158600,361600,8000,0
198,1,200000000,18,14623400,759200,12000,92471147
197,7,37492700,20,11810100,319500,6100,0
196,5,57127200,16,16066900,431400,8300,0
195,2,149103500,14,19170200,497000,8300,0
194,3,249322600,13,28692900,497800,9400,0
193,0,0,14,21439700,777900,12700,333510049
192,12,70108900,21,18821500,336300,7300,0
191,0,0,8,38670700,482700,9300,402133773
190,1,400000000,16,18773700,446600,8000,58390423
189,1,200000000,3,97388900,982000,18700,124632575
188,10,27662200,48,5186600,300200,6300,0
187,4,111906100,20,15444000,512600,9700,0
186,1,200000000,13,21075000,569700,10000,104420387
185,2,149621200,12,22442900,512100,10300,0
184,3,252447300,20,19347800,737000,12000,0
183,0,0,10,29464400,971300,15300,327385446
182,3,108364000,8,36572500,692400,11800,0
181,4,78004400,28,10029000,546100,9700,0
180,2,136457500,20,12281000,460500,7000,0
179,3,95437500,28,9202800,430000,8600,0
178,6,47741800,18,14322400,344500,7000,0
177,4,74875100,22,12252100,465400,7700,0
176,5,62011300,16,17440500,521500,9700,0
175,2,244241500,12,27232100,577500,9800,0
174,1,200000000,11,26622100,658000,11900,125385155
173,7,43030700,46,5893200,373400,7600,0
172,9,33745300,40,6833300,213100,6800,0
171,6,51417700,26,10678900,391000,8000,0
170,4,75230300,21,12896500,463600,8400,0
169,3,176290100,46,6897000,400700,8000,0
168,1,200000000,5,67742800,993700,17400,176352642
167,3,174050500,4,87417200,881500,12400,0
166,1,200000000,6,50043500,688900,12100,133626797
165,2,146957800,17,15560100,404300,7600,0
164,5,66335100,15,19900300,637300,11700,0
163,5,142049400,29,12675900,401000,7400,0
162,0,0,10,27161400,437500,8000,301796845
161,3,113803800,14,21947600,888400,14000,0
160,2,380265800,14,28028100,659400,12100,0
159,0,0,22,13276200,706600,12100,324533948
158,2,328563300,5,73117900,838800,12800,0
157,1,400000000,31,10448400,335600,6600,250912445
156,0,0,6,43652500,709400,11900,291019816
155,6,42285800,13,17564700,431500,6700,0
154,7,35014200,26,8484100,217600,5400,0
153,6,43090900,20,11634400,277000,6200,0
152,5,55086200,15,16525400,420100,7400,0
151,7,39224600,12,20592700,308800,7100,0
150,2,149826700,12,22473800,717500,11700,0
149,3,95559500,14,18429100,556800,10100,0
148,3,119125300,21,11653300,466100,8000,0
147,1,200000000,34,7556300,592800,10000,85463241
146,21,13944100,31,8501300,133800,6000,0
145,2,360495400,19,19190200,691200,11200,0
144,0,0,9,31585700,763100,13000,315860676
143,2,149820700,6,44945800,539300,9600,0
142,4,76211200,17,16138700,658400,10600,0
141,5,60720900,6,45540300,557600,11000,0
140,2,146136000,18,14613400,698300,11800,0
139,3,95226100,15,17140500,487400,9000,0
138,2,146219800,21,12533000,477800,8600,0
137,3,103964400,8,35087700,697300,10900,0
136,2,155571800,17,16472100,532500,9300,0
135,2,161139000,20,14502300,644500,11100,0
134,5,93700700,29,10558400,320300,8600,0
133,1,200000000,7,42207500,645700,8900,128284143
132,4,236257900,15,27823000,530500,9800,0
131,0,0,6,57762100,118820,19900,481310551
130,1,400000000,9,38884300,140920,19800,96226445
129,1,200000000,11,25149000,595900,10300,107379873
128,3,140907200,9,35305400,710000,12800,0
127,1,400000000,21,15192300,868100,11600,69664311
126,1,200000000,9,31517000,761400,10400,115172879
125,6,121122400,14,26020400,562600,9300,0
124,0,0,17,17045200,561700,10900,321968723
123,3,244266200,16,24278800,100030,13900,0
122,1,400000000,18,20786700,636800,11100,301170783
121,0,0,19,13520300,528700,9400,285431235
120,2,143793600,16,16176600,541100,9700,0
119,5,52449800,17,13883600,340400,6900,0
118,7,43286000,15,18179900,532900,10800,0
117,2,228456200,13,24865600,607000,11300,0
116,1,200000000,14,19140100,582500,10200,97738341
115,3,87704500,22,10763600,377800,6800,0
114,3,96073000,16,16104500,371600,8100,0
113,1,400000000,8,35037200,745800,11200,1913571
112,1,200000000,14,18672700,555200,10000,90468272
111,6,135843900,20,19518400,661600,11700,0
110,0,0,8,34806800,686100,11700,381315724
109,1,200000000,23,10640200,568000,10000,71918699
108,4,84243100,8,32487600,621200,9300,0
107,1,200000000,15,14891300,393600,7000,48191186
106,2,128251100,12,19237500,513900,8500,0
105,2,137026100,16,15415300,650400,11300,0
104,6,42082300,18,12624500,333300,6700,0
103,3,89200800,15,16056000,497400,9400,0
102,4,103928500,36,7538900,355500,8900,0
101,1,200000000,14,20195400,137920,18800,114154706
100,11,38560400,35,8231300,328000,7200,0
99,1,400000000,23,12326200,472500,8200,104053862
98,1,400000000,9,35235100,820100,12200,189047171
97,0,0,4,53255200,570500,11300,236692230
96,2,128990100,8,29022500,666500,11700,0
95,5,43829200,13,15171500,281400,5300,0
94,3,129048500,8,33335800,744200,11000,0
93,1,200000000,4,65434800,107190,13900,90824312
92,2,327322500,13,26445300,539900,10400,0
91,0,0,6,40897500,817900,13900,272652637
90,2,138036100,9,27606900,871700,14000,0
89,7,37734400,14,16980300,164500,8500,0
88,4,64721700,14,16642600,680200,12000,0
87,3,91415900,7,35260100,630100,11500,0
86,14,42353400,27,11570800,209000,6300,0
85,0,0,22,10056100,367100,6300,245818952
84,17,15692300,8,30011300,370300,8400,0
83,1,338040600,12,21270400,520000,9600,0
82,1,200000000,18,12721500,450400,8500,54432400
81,3,82115000,24,9237800,413700,6900,0
80,1,361173200,14,17742700,430100,6000,0
79,1,200000000,10,25665300,133900,19500,85172896
78,7,38856500,25,9791700,302800,7500,0
77,3,86328300,14,16648800,601500,8500,0
76,3,82365800,10,22238500,578800,9100,0
75,3,87271200,14,16830700,466500,8000,0
74,3,216697800,22,15656100,456200,8100,0
73,0,0,11,21876800,508400,10200,267385456
72,3,89058400,7,34350800,443200,9800,0
71,3,93395200,27,9339400,552100,11100,0
70,1,381471200,22,12408600,626300,8600,0
69,1,200000000,9,27814200,115090,16100,78145012
68,4,65075000,6,39044600,449700,9900,0
67,5,47129400,16,13255000,282400,6700,0
66,6,45395000,11,22530100,575200,10200,0
65,2,138826100,11,22716800,684600,12500,0
64,4,63574100,15,15257600,554800,9900,0
63,3,86096500,30,7748600,502600,10200,0
62,5,47591800,11,19469200,367100,7200,0
61,1,338406300,22,10722500,491400,9100,0
60,1,200000000,5,49733200,115210,17100,76297900
59,3,87561500,9,26268200,614000,11500,0
58,2,116836200,18,11683500,457100,7700,0
57,14,17755700,38,5887300,248100,7300,0
56,2,293594800,22,13532800,497500,8500,0
55,0,0,8,26893000,817000,12500,256384594
54,1,200000000,35,5588500,487900,8400,17333248
53,6,36518100,41,4809600,262900,7700,0
52,3,72304100,19,10274700,404500,8200,0
51,7,29184600,11,16714600,268700,6400,0
50,4,48427800,19,9175700,254200,5500,0
49,2,118591400,4,53365600,656800,12200,0
48,3,76260300,7,29414400,667700,11000,0
47,5,40002200,15,12000500,387800,6900,0
46,2,111752700,7,26873200,964600,14200,0
45,1,200000000,11,17548900,701900,12600,14489512
44,3,74421300,6,33489200,538200,10800,0
43,3,75848800,9,22754400,619000,12100,0
42,2,134394100,26,8051100,403800,8100,0
41,1,200000000,3,70858500,577100,9200,36197335
40,2,118547100,18,11854600,430300,7900,0
39,8,67318200,21,12536100,322300,6800,0
38,0,0,2,110713600,664200,11600,246032418
37,3,88178700,13,15767000,374900,7600,0
36,1,200000000,7,30443900,772500,12200,36788358
35,1,282373700,10,21707500,638400,11000,0
34,1,200000000,23,9437200,102540,13300,41176145
33,2,117951800,38,5587100,380200,8500,0
32,2,122160100,15,14659000,645100,9900,0
31,3,176674900,18,13597800,594500,9700,0
30,0,0,7,33179400,753200,10500,258064512
29,9,57338900,96,2606200,173600,4800,0
28,0,0,3,71412900,734500,11600,238045160
27,1,282187900,9,25109400,608000,9900,0
26,1,200000000,4,51994900,693200,12300,31090737
25,2,147444200,3,77942500,109600,16700,0
24,1,200000000,7,30223900,104040,14000,35077560
23,2,123831800,15,14859600,900500,13500,0
22,2,246918300,21,11523600,396100,7000,0
21,0,0,8,25306400,365300,7900,224948364
20,2,123069600,7,31646200,103430,13500,0
19,2,125271100,10,22548600,593300,11700,0
18,4,130218200,17,14382000,435300,8100,0
17,0,0,7,32040800,128770,16600,249208924
16,4,114690000,7,32944200,593800,9800,0
15,0,0,11,16570000,514600,9800,202524583
14,1,141844600,2,63829500,705900,13100,0
13,3,90075800,30,7301800,554500,9000,0
12,1,400000000,30,7258100,465700,8200,26830542
11,1,400000000,9,28834200,943600,12800,184889411
10,0,0,11,19637700,760100,17984,296543942
9,1,400000000,14,16051500,492000,9200,56524796
8,0,0,2,93073600,122060,19000,206832135
7,1,348644800,12,16797700,497700,9000,0
6,1,400000000,5,46923800,357700,6800,124672751
5,0,0,9,13516100,565700,7800,263982587
4,0,0,3,38645500,1038200,14100,128819603
3,2,121348100,8,15762800,922700,14100,0
2,0,0,7,13188800,568100,11500,102580607
1,2,45513600,2,40961900,375200,6900,0
